order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
310,2023-01-13 21:00:00,0.84,3642,5,1365.8,Rail,Fog,9.1,Medium,0
311,2023-01-13 22:00:00,0.76,4463,194,860.4,Road,Rain,40.8,High,0
312,2023-01-13 23:00:00,0.93,3348,410,1396.4,Air,Rain,22.6,High,1
313,2023-01-14 00:00:00,0.95,693,292,729.5,Rail,Fog,31.1,Low,0
314,2023-01-14 01:00:00,0.95,2697,266,417.2,Rail,Rain,71.0,Low,1
315,2023-01-14 02:00:00,0.89,878,241,754.1,Sea,Fog,33.6,Low,0
316,2023-01-14 03:00:00,0.64,599,490,208.8,Road,Clear,49.6,Low,0
317,2023-01-14 04:00:00,0.72,2077,496,599.6,Air,Rain,63.1,High,1
318,2023-01-14 05:00:00,0.79,412,69,332.2,Road,Storm,42.6,Low,0
319,2023-01-14 06:00:00,0.8,4468,455,96.2,Sea,Fog,38.4,High,0
320,2023-01-14 07:00:00,0.93,3098,239,1707.9,Sea,Storm,24.8,Low,1
321,2023-01-14 08:00:00,0.7,4641,179,752.1,Road,Storm,56.6,Low,0
322,2023-01-14 09:00:00,0.87,4048,363,1802.6,Air,Rain,29.4,Medium,0
323,2023-01-14 10:00:00,0.75,444,254,1141.1,Air,Storm,66.6,Low,1
324,2023-01-14 11:00:00,0.91,4132,184,1182.1,Road,Clear,8.4,Low,0
325,2023-01-14 12:00:00,0.68,3740,201,1070.3,Sea,Clear,24.4,High,0
326,2023-01-14 13:00:00,0.79,936,453,1649.7,Sea,Clear,23.1,Medium,0
327,2023-01-14 14:00:00,0.64,3442,472,672.7,Rail,Clear,54.6,High,0
328,2023-01-14 15:00:00,0.68,1770,338,1676.0,Road,Rain,62.3,High,0
329,2023-01-14 16:00:00,0.97,640,132,1306.9,Rail,Rain,19.2,Low,0
330,2023-01-14 17:00:00,0.73,2196,368,1255.9,Air,Fog,10.9,Medium,1
331,2023-01-14 18:00:00,0.96,3554,307,722.1,Road,Clear,7.5,Low,0
332,2023-01-14 19:00:00,0.81,3018,396,1512.8,Sea,Fog,65.7,Medium,0
333,2023-01-14 20:00:00,0.62,4702,314,1526.4,Road,Clear,17.1,Low,0
334,2023-01-14 21:00:00,0.92,683,298,471.5,Road,Rain,5.9,Low,0
335,2023-01-14 22:00:00,0.62,2666,199,1948.6,Road,Fog,39.5,High,1
336,2023-01-14 23:00:00,0.93,4019,403,267.0,Rail,Clear,71.5,High,0
337,2023-01-15 00:00:00,0.6,4679,452,774.3,Rail,Clear,7.3,High,0
338,2023-01-15 01:00:00,0.87,2639,475,307.5,Air,Storm,39.0,High,1
339,2023-01-15 02:00:00,0.67,4405,234,1017.4,Sea,Storm,38.4,Low,1
340,2023-01-15 03:00:00,0.74,3457,6,215.5,Road,Fog,6.9,High,1
341,2023-01-15 04:00:00,0.98,794,480,183.6,Road,Storm,3.2,High,0
342,2023-01-15 05:00:00,0.79,2135,34,1410.9,Air,Storm,18.7,Medium,1
343,2023-01-15 06:00:00,0.86,3513,347,1411.6,Rail,Clear,20.6,High,0
344,2023-01-15 07:00:00,0.9,3826,2,1842.5,Road,Storm,37.7,Medium,0
345,2023-01-15 08:00:00,0.64,2883,147,279.7,Rail,Clear,66.0,Medium,0
346,2023-01-15 09:00:00,0.94,4701,447,639.9,Sea,Fog,22.6,Low,0
347,2023-01-15 10:00:00,0.97,703,476,47.8,Sea,Storm,61.9,Low,1
348,2023-01-15 11:00:00,0.66,4463,255,835.6,Air,Storm,3.9,High,0
349,2023-01-15 12:00:00,0.82,2583,98,980.6,Road,Storm,18.1,Low,0
350,2023-01-15 13:00:00,0.71,2000,232,906.7,Road,Fog,9.5,Low,1
351,2023-01-15 14:00:00,0.9,3445,338,1003.1,Rail,Clear,22.2,Low,0
352,2023-01-15 15:00:00,0.61,3435,107,596.1,Air,Storm,28.4,Low,0
353,2023-01-15 16:00:00,0.81,52,228,291.1,Road,Clear,13.1,Medium,0
354,2023-01-15 17:00:00,0.92,2302,179,233.5,Air,Clear,59.3,Low,1
355,2023-01-15 18:00:00,0.89,1906,427,567.2,Road,Fog,50.6,Low,0
356,2023-01-15 19:00:00,0.64,1195,125,1127.2,Rail,Clear,20.7,Low,1
357,2023-01-15 20:00:00,0.93,2452,215,1599.6,Rail,Clear,57.7,High,0
358,2023-01-15 21:00:00,0.7,3624,480,1298.8,Road,Rain,18.6,Medium,1
359,2023-01-15 22:00:00,0.92,994,410,223.3,Air,Rain,7.6,Low,0
360,2023-01-15 23:00:00,0.8,3878,466,1158.2,Air,Rain,56.7,Medium,0
361,2023-01-16 00:00:00,0.66,3134,216,342.7,Air,Storm,13.1,High,0
362,2023-01-16 01:00:00,0.89,3501,372,351.7,Sea,Clear,15.9,Low,0
363,2023-01-16 02:00:00,0.92,2537,261,1478.0,Rail,Clear,58.3,High,0
364,2023-01-16 03:00:00,0.88,4923,136,466.2,Road,Clear,49.7,Low,0
365,2023-01-16 04:00:00,0.99,3223,296,122.6,Road,Fog,57.4,Medium,0
366,2023-01-16 05:00:00,0.7,3969,278,851.8,Sea,Clear,14.9,High,0
367,2023-01-16 06:00:00,0.69,2824,318,708.2,Rail,Storm,57.8,Low,0
368,2023-01-16 07:00:00,0.66,1608,71,1249.8,Road,Rain,29.3,Medium,1
369,2023-01-16 08:00:00,0.82,2910,309,630.6,Sea,Clear,42.5,Low,0
370,2023-01-16 09:00:00,0.76,1372,246,1591.4,Sea,Clear,12.1,Medium,0
371,2023-01-16 10:00:00,0.74,3007,50,1671.6,Air,Clear,34.9,High,1
372,2023-01-16 11:00:00,0.78,344,275,828.3,Road,Clear,28.7,High,0
373,2023-01-16 12:00:00,0.71,4806,343,1288.0,Air,Storm,32.2,Low,0
374,2023-01-16 13:00:00,0.6,1236,410,1249.7,Rail,Storm,34.1,Low,0
375,2023-01-16 14:00:00,0.79,2930,85,1911.5,Air,Fog,23.0,Low,1
376,2023-01-16 15:00:00,0.71,839,242,1436.8,Air,Fog,29.3,High,1
377,2023-01-16 16:00:00,0.78,1071,226,214.0,Air,Rain,62.4,Medium,0
378,2023-01-16 17:00:00,0.97,801,53,868.6,Rail,Storm,62.7,High,0
379,2023-01-16 18:00:00,0.67,1937,447,1173.4,Sea,Clear,71.7,High,1
380,2023-01-16 19:00:00,0.85,2979,329,1472.6,Air,Rain,69.5,Low,0
381,2023-01-16 20:00:00,0.86,3355,54,1570.2,Rail,Rain,48.4,Low,1
382,2023-01-16 21:00:00,0.71,82,189,1093.0,Sea,Clear,51.3,Medium,0
383,2023-01-16 22:00:00,0.79,1308,370,557.4,Sea,Fog,27.0,High,1
384,2023-01-16 23:00:00,0.99,1270,378,1468.0,Sea,Rain,32.1,Low,1
385,2023-01-17 00:00:00,0.74,648,258,648.8,Air,Clear,5.6,Medium,0
386,2023-01-17 01:00:00,0.88,1929,293,837.3,Road,Storm,30.6,Low,0
387,2023-01-17 02:00:00,0.94,1786,474,423.4,Rail,Fog,47.8,High,0
388,2023-01-17 03:00:00,0.74,1543,82,1757.0,Rail,Storm,66.1,Low,1
389,2023-01-17 04:00:00,1.0,3634,385,281.5,Rail,Storm,46.1,Low,0
390,2023-01-17 05:00:00,0.85,4930,49,518.0,Rail,Storm,46.4,Low,0
391,2023-01-17 06:00:00,0.8,3104,381,1400.0,Rail,Clear,62.2,Medium,0
392,2023-01-17 07:00:00,0.89,2499,54,1178.6,Rail,Rain,34.1,Medium,1
393,2023-01-17 08:00:00,0.77,4221,270,786.4,Road,Clear,53.0,Low,0
394,2023-01-17 09:00:00,0.88,1190,187,1201.1,Sea,Fog,48.6,Low,0
395,2023-01-17 10:00:00,0.71,269,55,1464.0,Sea,Fog,20.1,Medium,0
396,2023-01-17 11:00:00,0.97,4381,328,1167.0,Rail,Fog,16.7,High,0
397,2023-01-17 12:00:00,0.82,1959,250,19.1,Rail,Storm,4.3,Medium,1
398,2023-01-17 13:00:00,0.7,2312,223,1020.3,Rail,Rain,45.7,Medium,0
399,2023-01-17 14:00:00,0.77,2658,176,207.2,Sea,Clear,50.7,High,1
400,2023-01-17 15:00:00,0.96,2742,378,1459.7,Rail,Storm,30.0,Medium,0
401,2023-01-17 16:00:00,0.92,718,68,12.7,Rail,Fog,2.1,Low,0
402,2023-01-17 17:00:00,0.79,336,325,436.5,Road,Storm,55.2,Low,0
403,2023-01-17 18:00:00,0.74,4153,288,1270.7,Rail,Clear,19.0,Low,0
404,2023-01-17 19:00:00,0.75,83,257,1695.2,Sea,Clear,11.2,High,0
405,2023-01-17 20:00:00,0.99,933,188,65.9,Sea,Storm,19.9,Low,1
406,2023-01-17 21:00:00,0.64,1702,205,545.6,Rail,Clear,56.0,Low,0
407,2023-01-17 22:00:00,0.96,2370,350,1151.5,Sea,Clear,66.3,Medium,0
408,2023-01-17 23:00:00,0.94,2185,329,1116.6,Sea,Storm,11.4,Medium,0
409,2023-01-18 00:00:00,0.69,59,274,1600.4,Air,Rain,2.4,High,0
410,2023-01-18 01:00:00,0.74,4695,497,834.1,Road,Storm,52.9,High,0
411,2023-01-18 02:00:00,0.83,1072,178,1721.6,Air,Fog,59.2,Low,0
412,2023-01-18 03:00:00,0.92,719,412,773.4,Sea,Fog,41.3,Medium,0
413,2023-01-18 04:00:00,0.98,2590,123,1089.7,Road,Rain,65.5,Medium,0
414,2023-01-18 05:00:00,1.0,2627,395,899.1,Road,Storm,32.1,High,0
415,2023-01-18 06:00:00,0.71,4721,401,1068.8,Sea,Fog,10.4,Low,0
416,2023-01-18 07:00:00,0.68,4627,158,282.6,Sea,Fog,31.9,Medium,1
417,2023-01-18 08:00:00,0.8,3501,180,1530.4,Air,Clear,40.6,Medium,1
418,2023-01-18 09:00:00,0.82,206,404,286.7,Sea,Storm,58.1,High,1
419,2023-01-18 10:00:00,0.86,2558,51,899.7,Sea,Storm,71.4,High,0
420,2023-01-18 11:00:00,0.64,994,151,1275.6,Air,Storm,47.3,Medium,0
421,2023-01-18 12:00:00,0.86,1979,62,445.5,Road,Fog,59.3,Medium,0
422,2023-01-18 13:00:00,0.97,2349,406,1972.8,Rail,Rain,39.6,Medium,1
423,2023-01-18 14:00:00,0.97,3172,489,1370.2,Road,Storm,1.1,High,0
424,2023-01-18 15:00:00,0.98,537,156,260.4,Rail,Storm,6.1,Low,0
425,2023-01-18 16:00:00,0.97,3338,379,1977.0,Air,Clear,9.5,Medium,1
426,2023-01-18 17:00:00,0.98,1473,123,689.3,Sea,Fog,66.5,Low,0
427,2023-01-18 18:00:00,0.62,4641,308,1700.0,Air,Fog,2.0,Low,0
428,2023-01-18 19:00:00,0.97,3423,151,677.5,Air,Fog,36.2,Low,1
429,2023-01-18 20:00:00,0.71,464,387,1197.7,Road,Fog,31.1,High,0
430,2023-01-18 21:00:00,0.73,4285,143,1458.5,Air,Storm,57.8,Medium,0
431,2023-01-18 22:00:00,0.78,4569,331,800.9,Air,Storm,50.8,High,1
432,2023-01-18 23:00:00,0.98,3290,51,1967.8,Rail,Storm,3.3,Low,0
433,2023-01-19 00:00:00,0.84,3198,124,1777.6,Road,Clear,32.9,Medium,0
434,2023-01-19 01:00:00,0.74,1555,329,482.4,Air,Rain,52.0,High,0
435,2023-01-19 02:00:00,0.75,546,440,1356.7,Air,Rain,32.9,Medium,0
436,2023-01-19 03:00:00,0.96,4766,107,870.2,Sea,Storm,19.4,High,1
437,2023-01-19 04:00:00,0.93,1570,314,1786.0,Road,Rain,29.8,Medium,0
438,2023-01-19 05:00:00,0.66,3170,168,313.5,Sea,Storm,29.2,Medium,0
439,2023-01-19 06:00:00,0.7,4813,426,1501.4,Road,Rain,42.8,High,0
440,2023-01-19 07:00:00,0.75,4607,107,779.4,Sea,Clear,48.6,Low,0
441,2023-01-19 08:00:00,0.69,2960,153,1024.9,Air,Rain,23.4,High,1
442,2023-01-19 09:00:00,0.83,426,276,1384.5,Sea,Fog,3.5,High,0
443,2023-01-19 10:00:00,0.69,4730,285,420.9,Road,Clear,52.2,Medium,0
444,2023-01-19 11:00:00,0.83,3056,428,207.0,Road,Rain,6.1,Medium,0
445,2023-01-19 12:00:00,0.97,3007,20,531.1,Road,Storm,48.4,Medium,0
446,2023-01-19 13:00:00,0.94,3159,198,822.6,Air,Clear,68.7,Medium,0
447,2023-01-19 14:00:00,0.64,3918,494,599.4,Sea,Rain,30.5,Medium,1
448,2023-01-19 15:00:00,0.68,4506,455,438.5,Road,Clear,69.4,Medium,0
449,2023-01-19 16:00:00,0.77,3190,474,1416.9,Road,Storm,67.4,Medium,1
450,2023-01-19 17:00:00,0.86,4132,200,1519.3,Sea,Rain,64.9,Medium,0
451,2023-01-19 18:00:00,0.75,719,342,1797.6,Rail,Clear,54.9,High,0
452,2023-01-19 19:00:00,0.7,2290,56,589.1,Road,Rain,47.6,High,0
453,2023-01-19 20:00:00,0.74,786,185,1448.3,Road,Storm,42.0,Low,0
454,2023-01-19 21:00:00,0.68,1062,86,165.5,Air,Clear,44.0,Low,1
455,2023-01-19 22:00:00,0.94,4788,171,418.4,Air,Storm,69.2,High,1
456,2023-01-19 23:00:00,0.88,3924,487,280.3,Air,Fog,13.2,High,0
457,2023-01-20 00:00:00,0.76,1069,47,472.1,Road,Clear,33.2,Medium,0
458,2023-01-20 01:00:00,0.88,312,413,1410.8,Rail,Clear,38.1,Low,0
459,2023-01-20 02:00:00,0.81,1938,419,359.1,Air,Rain,62.3,High,0
460,2023-01-20 03:00:00,0.81,2876,15,1489.9,Air,Storm,2.6,High,0
461,2023-01-20 04:00:00,0.75,2353,394,959.9,Rail,Storm,68.5,High,1
462,2023-01-20 05:00:00,0.8,1224,168,1463.9,Rail,Clear,34.3,Medium,0
463,2023-01-20 06:00:00,0.99,817,123,1030.2,Road,Clear,18.8,Low,0
464,2023-01-20 07:00:00,0.91,289,66,809.8,Rail,Clear,41.0,Low,0
465,2023-01-20 08:00:00,0.93,1174,189,1902.2,Sea,Fog,27.7,High,0
466,2023-01-20 09:00:00,0.65,4057,448,1477.5,Air,Clear,55.6,Low,1
467,2023-01-20 10:00:00,0.8,3506,410,1629.4,Road,Storm,24.7,Medium,1
468,2023-01-20 11:00:00,0.75,3965,10,1000.4,Rail,Clear,58.2,High,0
469,2023-01-20 12:00:00,0.64,3881,441,111.9,Road,Fog,15.6,High,0
470,2023-01-20 13:00:00,0.76,3608,387,1138.4,Sea,Clear,30.2,Low,0
471,2023-01-20 14:00:00,0.63,596,308,1125.8,Air,Rain,62.3,High,0
472,2023-01-20 15:00:00,0.69,2406,451,1741.7,Air,Clear,44.9,High,0
473,2023-01-20 16:00:00,0.92,4831,224,1339.7,Road,Fog,43.4,Low,0
474,2023-01-20 17:00:00,0.87,4950,298,40.4,Sea,Rain,35.2,Low,0
475,2023-01-20 18:00:00,0.88,3834,445,536.4,Rail,Storm,59.3,Low,0
476,2023-01-20 19:00:00,0.63,3369,136,1516.1,Rail,Fog,36.4,High,1
477,2023-01-20 20:00:00,0.67,2793,199,1016.5,Air,Clear,59.6,Medium,0
478,2023-01-20 21:00:00,0.61,2988,406,1421.3,Sea,Rain,44.4,High,1
479,2023-01-20 22:00:00,0.64,4969,200,1078.6,Road,Clear,67.5,High,0
480,2023-01-20 23:00:00,0.64,1096,300,781.7,Air,Rain,39.1,Medium,1
481,2023-01-21 00:00:00,0.98,1306,434,1712.0,Rail,Rain,8.6,High,0
482,2023-01-21 01:00:00,0.96,3785,421,470.2,Air,Fog,55.6,High,0
483,2023-01-21 02:00:00,0.68,4685,401,29.6,Road,Storm,57.2,Low,1
484,2023-01-21 03:00:00,0.7,127,399,141.6,Rail,Storm,68.8,High,0
485,2023-01-21 04:00:00,0.98,1321,196,209.1,Air,Storm,58.5,High,0
486,2023-01-21 05:00:00,0.83,484,431,1115.5,Sea,Clear,29.1,Medium,1
487,2023-01-21 06:00:00,0.75,4208,427,928.6,Air,Fog,32.6,Low,1
488,2023-01-21 07:00:00,0.79,2448,355,498.9,Rail,Rain,65.5,Medium,0
489,2023-01-21 08:00:00,0.71,311,25,131.8,Sea,Rain,42.8,High,1
490,2023-01-21 09:00:00,0.83,4958,47,1392.5,Road,Clear,41.4,Low,0
491,2023-01-21 10:00:00,0.89,711,185,1610.4,Rail,Rain,16.8,High,0
492,2023-01-21 11:00:00,0.81,1778,371,1456.8,Road,Storm,6.5,Low,0
493,2023-01-21 12:00:00,0.93,3605,364,1223.1,Rail,Storm,8.2,Low,0
494,2023-01-21 13:00:00,0.65,4568,415,1674.5,Sea,Fog,68.1,Low,1
495,2023-01-21 14:00:00,0.84,716,147,693.5,Air,Clear,23.5,Medium,0
496,2023-01-21 15:00:00,1.0,4196,300,347.3,Air,Fog,40.2,High,0
497,2023-01-21 16:00:00,0.66,1305,25,1629.0,Sea,Storm,40.2,High,1
498,2023-01-21 17:00:00,0.8,328,49,1131.9,Road,Storm,56.1,Medium,0
499,2023-01-21 18:00:00,0.85,4542,104,551.7,Road,Rain,61.9,Low,0
500,2023-01-21 19:00:00,0.74,1325,57,1823.0,Sea,Clear,31.3,High,0
501,2023-01-21 20:00:00,0.99,4132,308,699.2,Air,Storm,56.9,Low,0
502,2023-01-21 21:00:00,0.79,2276,307,1933.9,Road,Fog,2.3,High,0
503,2023-01-21 22:00:00,0.79,1381,425,1498.1,Sea,Clear,12.3,Medium,0
504,2023-01-21 23:00:00,0.96,1677,325,648.3,Sea,Fog,70.8,Medium,1
505,2023-01-22 00:00:00,0.61,3237,106,1915.6,Air,Clear,35.4,Medium,1
506,2023-01-22 01:00:00,0.95,4580,373,18.6,Air,Fog,20.5,Medium,0
507,2023-01-22 02:00:00,0.65,4358,482,623.4,Road,Storm,68.2,Medium,0
508,2023-01-22 03:00:00,0.75,2246,335,1720.7,Air,Fog,20.0,High,0
509,2023-01-22 04:00:00,0.8,349,351,490.9,Sea,Fog,54.0,Low,1
510,2023-01-22 05:00:00,0.79,4820,73,1409.9,Sea,Fog,55.7,High,0
511,2023-01-22 06:00:00,0.62,2105,209,1510.9,Air,Rain,23.9,High,0
512,2023-01-22 07:00:00,0.73,1828,332,754.6,Rail,Storm,12.9,Medium,0
513,2023-01-22 08:00:00,0.74,3938,82,429.2,Air,Storm,7.7,Medium,1
514,2023-01-22 09:00:00,0.98,3817,397,798.8,Rail,Storm,47.5,Medium,0
515,2023-01-22 10:00:00,0.97,819,326,249.1,Sea,Clear,35.3,Low,0
516,2023-01-22 11:00:00,0.83,3168,145,1038.4,Sea,Clear,65.1,High,1
517,2023-01-22 12:00:00,0.97,4197,329,1907.4,Road,Fog,23.8,Low,1
518,2023-01-22 13:00:00,0.95,1745,303,1769.3,Rail,Storm,67.9,High,1
519,2023-01-22 14:00:00,0.75,3856,17,1196.3,Air,Fog,4.5,Low,0
520,2023-01-22 15:00:00,0.65,4790,49,1288.2,Rail,Rain,34.0,High,0
521,2023-01-22 16:00:00,0.84,2562,97,1174.2,Rail,Clear,69.7,Medium,0
522,2023-01-22 17:00:00,0.73,667,140,1438.4,Air,Rain,4.1,Medium,0
523,2023-01-22 18:00:00,0.6,2884,202,441.3,Air,Fog,6.7,Low,1
524,2023-01-22 19:00:00,0.99,2615,313,571.1,Rail,Storm,44.0,Low,0
525,2023-01-22 20:00:00,0.99,3285,129,246.9,Rail,Fog,21.2,High,0
526,2023-01-22 21:00:00,0.81,842,116,943.9,Rail,Rain,41.2,High,0
527,2023-01-22 22:00:00,0.85,3495,131,291.4,Air,Rain,71.6,Medium,0
528,2023-01-22 23:00:00,0.87,1367,181,868.6,Road,Storm,52.6,High,0
529,2023-01-23 00:00:00,0.97,2616,168,1329.5,Road,Storm,61.9,High,0
530,2023-01-23 01:00:00,0.79,3874,41,922.3,Sea,Fog,37.5,Medium,1
531,2023-01-23 02:00:00,0.83,3854,473,1787.7,Air,Storm,19.1,Medium,0
532,2023-01-23 03:00:00,0.69,4674,69,273.8,Sea,Clear,46.6,Medium,0
533,2023-01-23 04:00:00,0.7,2669,277,803.4,Rail,Fog,20.0,Medium,1
534,2023-01-23 05:00:00,0.81,1148,63,1948.4,Sea,Rain,67.3,Medium,0
535,2023-01-23 06:00:00,0.69,4446,381,276.9,Road,Fog,69.0,Medium,0
536,2023-01-23 07:00:00,0.61,3473,118,1130.2,Air,Clear,68.8,Medium,0
537,2023-01-23 08:00:00,0.75,2421,17,1093.8,Road,Fog,50.6,Medium,0
538,2023-01-23 09:00:00,0.9,1363,145,1844.4,Rail,Clear,13.3,Low,0
539,2023-01-23 10:00:00,0.71,1549,285,1734.8,Rail,Rain,68.1,Medium,0
540,2023-01-23 11:00:00,0.95,2931,152,1233.3,Air,Clear,8.0,Low,1
541,2023-01-23 12:00:00,0.88,317,22,1978.9,Road,Clear,30.2,High,0
542,2023-01-23 13:00:00,0.86,4407,250,244.3,Road,Storm,25.6,Medium,0
543,2023-01-23 14:00:00,0.96,163,438,1403.6,Sea,Storm,20.1,Low,1
544,2023-01-23 15:00:00,0.63,3887,28,1470.0,Rail,Clear,4.1,Low,1
545,2023-01-23 16:00:00,0.67,3189,140,832.4,Road,Storm,27.2,Low,0
546,2023-01-23 17:00:00,0.96,937,203,1801.5,Air,Storm,9.5,Medium,1
547,2023-01-23 18:00:00,0.96,3106,247,391.9,Sea,Fog,4.5,High,1
548,2023-01-23 19:00:00,0.63,2994,34,31.6,Rail,Fog,63.8,Medium,1
549,2023-01-23 20:00:00,0.91,2682,343,40.7,Rail,Storm,43.7,High,1
550,2023-01-23 21:00:00,0.61,4726,79,615.7,Sea,Storm,34.5,Low,0
551,2023-01-23 22:00:00,0.65,3470,186,1627.9,Rail,Fog,28.9,High,0
552,2023-01-23 23:00:00,0.64,1311,177,1594.8,Sea,Rain,24.0,Medium,1
553,2023-01-24 00:00:00,0.72,4655,121,1063.6,Rail,Storm,29.5,Low,0
554,2023-01-24 01:00:00,0.76,2168,359,771.9,Road,Storm,57.8,Low,1
555,2023-01-24 02:00:00,0.96,688,384,1768.9,Sea,Rain,66.8,High,0
556,2023-01-24 03:00:00,0.77,449,486,1856.4,Air,Rain,58.7,Medium,0
557,2023-01-24 04:00:00,0.65,3897,154,1254.2,Sea,Fog,1.2,High,0
558,2023-01-24 05:00:00,0.71,2002,150,1859.7,Air,Rain,42.8,Medium,0
559,2023-01-24 06:00:00,0.6,468,44,895.8,Road,Rain,45.1,Medium,0
560,2023-01-24 07:00:00,0.61,3624,230,1258.8,Air,Fog,4.2,High,1
561,2023-01-24 08:00:00,0.77,391,172,728.5,Rail,Clear,52.2,Medium,0
562,2023-01-24 09:00:00,0.8,639,199,1325.4,Rail,Clear,15.6,High,0
563,2023-01-24 10:00:00,0.7,4260,319,1801.6,Air,Fog,8.1,High,0
564,2023-01-24 11:00:00,0.75,1865,222,1079.9,Air,Fog,53.4,Medium,0
565,2023-01-24 12:00:00,0.64,2584,188,899.2,Air,Clear,21.3,Medium,0
566,2023-01-24 13:00:00,0.86,3243,168,1438.0,Road,Clear,17.9,High,0
567,2023-01-24 14:00:00,0.76,4511,410,566.6,Rail,Storm,49.0,Low,0
568,2023-01-24 15:00:00,0.66,2255,231,1162.3,Road,Storm,58.3,High,0
569,2023-01-24 16:00:00,0.8,1373,439,1142.4,Road,Fog,7.2,Low,1
570,2023-01-24 17:00:00,0.68,351,67,519.1,Road,Clear,21.9,Medium,0
571,2023-01-24 18:00:00,0.72,406,264,170.8,Sea,Storm,44.1,Low,1
572,2023-01-24 19:00:00,0.65,923,310,490.1,Air,Rain,24.4,Medium,0
573,2023-01-24 20:00:00,0.91,2715,456,100.2,Rail,Clear,5.9,High,0
574,2023-01-24 21:00:00,0.71,2519,421,268.4,Road,Rain,62.8,Low,0
575,2023-01-24 22:00:00,0.98,2586,370,1210.2,Air,Rain,16.3,Low,1
576,2023-01-24 23:00:00,0.76,4918,428,132.8,Rail,Fog,42.4,High,0
577,2023-01-25 00:00:00,0.66,432,148,1642.0,Rail,Rain,68.0,Low,0
578,2023-01-25 01:00:00,0.88,2130,469,259.1,Road,Clear,37.3,Medium,0
579,2023-01-25 02:00:00,0.89,1552,124,168.1,Road,Rain,18.7,Medium,0
580,2023-01-25 03:00:00,0.95,2108,492,65.9,Sea,Rain,22.2,High,1
581,2023-01-25 04:00:00,0.65,4173,498,610.9,Sea,Rain,65.3,Low,0
582,2023-01-25 05:00:00,0.92,3981,197,1149.2,Rail,Clear,9.3,High,1
583,2023-01-25 06:00:00,0.94,814,415,926.0,Road,Fog,58.8,Low,0
584,2023-01-25 07:00:00,0.72,1531,102,1441.7,Rail,Fog,20.6,Low,0
585,2023-01-25 08:00:00,0.78,1211,85,1837.9,Road,Storm,1.1,Medium,0
586,2023-01-25 09:00:00,0.85,530,46,1456.8,Sea,Storm,28.9,Low,1
587,2023-01-25 10:00:00,0.7,1596,409,538.1,Road,Fog,8.4,Low,1
588,2023-01-25 11:00:00,0.95,3038,176,78.7,Rail,Storm,4.0,Low,0
589,2023-01-25 12:00:00,0.88,1449,477,1335.9,Air,Storm,54.5,Medium,0
590,2023-01-25 13:00:00,0.94,2552,60,148.5,Air,Clear,68.0,Medium,0
591,2023-01-25 14:00:00,0.78,3769,73,1066.8,Rail,Rain,40.8,Medium,0
592,2023-01-25 15:00:00,0.81,2510,69,727.2,Air,Clear,31.6,Medium,1
593,2023-01-25 16:00:00,0.68,535,328,1255.8,Road,Rain,27.1,High,0
594,2023-01-25 17:00:00,0.73,758,157,1649.4,Road,Fog,16.2,Medium,0
595,2023-01-25 18:00:00,0.89,731,217,1061.7,Rail,Storm,8.5,Low,0
596,2023-01-25 19:00:00,0.98,3204,476,1220.5,Air,Clear,54.3,Low,1
597,2023-01-25 20:00:00,0.66,1679,333,1577.6,Air,Storm,51.4,Low,1
598,2023-01-25 21:00:00,0.62,3739,11,658.1,Road,Rain,45.0,High,0
599,2023-01-25 22:00:00,0.63,1660,161,1267.6,Road,Storm,46.1,High,0
600,2023-01-25 23:00:00,0.77,2580,371,145.7,Road,Rain,1.9,High,1
601,2023-01-26 00:00:00,0.92,3806,135,631.7,Road,Fog,67.8,Low,1
602,2023-01-26 01:00:00,0.69,4312,110,958.1,Rail,Storm,22.0,Medium,1
603,2023-01-26 02:00:00,0.79,4349,156,1918.4,Road,Rain,29.7,Low,0
604,2023-01-26 03:00:00,0.81,4734,67,340.0,Air,Clear,9.0,Low,1
605,2023-01-26 04:00:00,0.94,2981,287,1495.0,Rail,Rain,44.2,Low,1
606,2023-01-26 05:00:00,0.67,1901,96,1541.4,Air,Storm,2.8,Medium,0
607,2023-01-26 06:00:00,0.61,1568,150,950.1,Sea,Rain,31.0,Low,0
608,2023-01-26 07:00:00,0.8,861,426,301.6,Road,Rain,2.3,Medium,0
609,2023-01-26 08:00:00,0.74,1743,491,384.2,Rail,Fog,28.5,Low,0
610,2023-01-26 09:00:00,0.72,304,452,610.4,Road,Storm,6.1,Low,1
611,2023-01-26 10:00:00,0.91,2187,174,1238.9,Rail,Rain,25.2,Low,0
612,2023-01-26 11:00:00,0.87,1390,83,6.6,Sea,Clear,70.1,High,0
613,2023-01-26 12:00:00,0.63,1100,436,1570.7,Air,Storm,35.7,Low,0
614,2023-01-26 13:00:00,0.82,1112,302,481.6,Rail,Storm,26.7,Low,0
615,2023-01-26 14:00:00,0.92,168,17,1288.7,Air,Storm,65.0,High,0
616,2023-01-26 15:00:00,0.96,1977,408,1545.0,Rail,Storm,12.0,Medium,0
617,2023-01-26 16:00:00,0.6,615,253,326.0,Rail,Fog,39.9,Low,0
618,2023-01-26 17:00:00,0.92,2145,396,1742.8,Air,Clear,47.5,Low,0
619,2023-01-26 18:00:00,0.62,475,438,1109.2,Road,Fog,33.3,Medium,0
620,2023-01-26 19:00:00,0.87,1817,286,1935.6,Rail,Rain,54.2,Low,1
